animeID,name,type,source,episodes,duration,genre,rating,score,scored_by,rank,popularity,members,favorites
17731,Ketsuekigata-kun!,TV,Web manga,12,0:02:00,['Comedy'],PG-13 - Teens 13 or older,6.69,3575,4931,4352,8043,16
18121,Teekyuu 2,TV,Manga,12,0:02:00,"['Comedy', 'School', 'Shounen', 'Sports']",PG-13 - Teens 13 or older,6.83,12979,4306,2733,22363,22
20473,Teekyuu 3,TV,Manga,12,0:02:00,"['Comedy', 'School', 'Shounen', 'Sports']",PG-13 - Teens 13 or older,6.88,10919,4118,2978,18879,18
22755,Chikasugi Idol Akae-chan,TV,Game,12,0:02:00,"['Game', 'Comedy', 'Parody']",PG-13 - Teens 13 or older,4.32,28,10641,12181,199,0
25999,Minna Atsumare! Falcom Gakuen SC,TV,4-koma manga,12,0:02:00,"['Parody', 'Comedy', 'School', 'Seinen']",PG-13 - Teens 13 or older,6,553,7732,7318,2042,0
26395,Teekyuu 4,TV,Manga,12,0:02:00,"['Comedy', 'Shounen', 'Sports']",PG-13 - Teens 13 or older,6.82,8405,4357,3317,15254,17
28207,Ketsuekigata-kun! 2,TV,Web manga,12,0:02:00,['Comedy'],PG-13 - Teens 13 or older,6.62,1506,5266,6289,3203,4
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,TV,Manga,12,0:02:00,"['Slice of Life', 'Comedy', 'Shounen']",PG-13 - Teens 13 or older,6.49,5483,5854,3852,10753,8
28981,Ame-iro Cocoa,TV,Digital manga,12,0:02:00,"['Comedy', 'Slice of Life']",PG - Children,4.76,8239,9974,2958,19164,6
29748,Kabushiki Kaisha Zoo,TV,Original,12,0:02:00,"['Kids', 'Comedy']",PG - Children,6.42,12,11457,13949,105,0
30437,Wakako-zake,TV,Manga,12,0:02:00,"['Seinen', 'Slice of Life']",PG-13 - Teens 13 or older,6.68,14195,5002,2457,26871,96
30567,Teekyuu 5,TV,Manga,12,0:02:00,"['Comedy', 'Shounen', 'Sports']",PG-13 - Teens 13 or older,6.82,7117,4357,3552,13146,14
31091,Komori-san wa Kotowarenai!,TV,4-koma manga,12,0:02:00,"['Slice of Life', 'Comedy', 'School']",PG-13 - Teens 13 or older,6.28,17387,6722,2110,34954,30
31139,Ame-iro Cocoa: Rainy Color e Youkoso!,TV,Digital manga,12,0:02:00,"['Slice of Life', 'Comedy']",PG - Children,4.85,3583,9893,4379,7950,3
31440,Teekyuu 6,TV,Manga,12,0:02:00,"['Comedy', 'Shounen', 'Sports']",PG-13 - Teens 13 or older,6.73,6230,4787,3744,11482,12
31566,Ketsuekigata-kun! 3,TV,Web manga,12,0:02:00,['Comedy'],PG-13 - Teens 13 or older,6.46,868,5952,7192,2161,1
31621,Ooyasan wa Shishunki!,TV,4-koma manga,12,0:02:00,"['Comedy', 'Slice of Life']",PG-13 - Teens 13 or older,6.61,17624,5320,2185,33229,26
32228,Teekyuu 7,TV,Manga,12,0:02:00,"['Comedy', 'Shounen', 'Sports']",PG-13 - Teens 13 or older,6.78,5585,4533,3884,10539,14
32274,Ketsuekigata-kun! 4,TV,Web manga,12,0:02:00,['Comedy'],PG-13 - Teens 13 or older,6.41,770,6162,7407,1965,1
33245,Ame-iro Cocoa in Hawaii,TV,Digital manga,12,0:02:00,"['Slice of Life', 'Comedy']",PG-13 - Teens 13 or older,4.78,1024,9964,5570,4342,5
33811,Teekyuu 8,TV,Manga,12,0:02:00,"['Comedy', 'Sports', 'Shounen']",PG-13 - Teens 13 or older,6.76,4613,4645,4130,9154,12
34088,Chiruran: Nibun no Ichi,TV,Manga,12,0:02:00,"['Action', 'Comedy', 'Historical']",G - All Ages,5.68,2256,8542,4939,5910,8
34148,Nyanko Days,TV,4-koma manga,12,0:02:00,"['Slice of Life', 'Comedy']",PG-13 - Teens 13 or older,6.66,18787,5069,1946,40118,97
35370,Teekyuu 9,TV,Manga,12,0:02:00,"['Comedy', 'Sports']",PG-13 - Teens 13 or older,6.72,3565,4827,4336,8137,13
35923,Ame-iro Cocoa Series: Ame-con!!,TV,Digital manga,12,0:02:00,"['Slice of Life', 'Comedy']",PG-13 - Teens 13 or older,4.83,1000,9929,6335,3160,3
6947,Uchurei!,TV,Unknown,12,0:03:00,"['Comedy', 'Sci-Fi', 'Slice of Life']",PG-13 - Teens 13 or older,5.72,412,8448,8801,1016,0
7561,Kaitou Reinya,TV,4-koma manga,12,0:03:00,['Comedy'],PG - Children,5.78,1162,8300,6804,2569,1
10177,DD Hokuto no Ken,TV,Manga,12,0:03:00,"['Parody', 'Seinen']",PG-13 - Teens 13 or older,6.24,1099,6875,6255,3226,10
10324,Tono to Issho: Gantai no Yabou,TV,4-koma manga,12,0:03:00,"['Comedy', 'Historical', 'Parody', 'Samurai', 'Seinen']",PG-13 - Teens 13 or older,6.59,809,5424,6946,2402,0
10870,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),TV,Manga,12,0:03:00,"['Comedy', 'Mecha', 'Sci-Fi']",PG - Children,7.4,2793,2053,4023,9752,3
14355,Yama no Susume,TV,Manga,12,0:03:00,"['Adventure', 'Slice of Life', 'Comedy']",G - All Ages,6.83,17531,4309,1756,46649,86
16405,"Boku no Imouto wa ""Osaka Okan""",TV,Original,12,0:03:00,['Comedy'],PG-13 - Teens 13 or older,5.85,6915,8103,3277,15646,8
17849,Sparrow's Hotel,TV,4-koma manga,12,0:03:00,['Comedy'],PG-13 - Teens 13 or older,5.53,4016,8862,4377,7948,8
18099,Recorder to Randoseru Mi☆,TV,4-koma manga,12,0:03:00,"['Comedy', 'School', 'Seinen', 'Slice of Life']",PG-13 - Teens 13 or older,6.76,8805,4633,3259,15888,3
20931,Oneechan ga Kita,TV,4-koma manga,12,0:03:00,"['Comedy', 'Slice of Life']",PG-13 - Teens 13 or older,6.47,35600,5924,1379,66718,55
21067,Strange+,TV,Manga,12,0:03:00,"['Slice of Life', 'Comedy', 'Josei']",PG-13 - Teens 13 or older,6.05,10305,7588,2560,25069,15
22123,Inugami-san to Nekoyama-san,TV,4-koma manga,12,0:03:00,"['Comedy', 'School', 'Shoujo Ai']",PG-13 - Teens 13 or older,6.65,25131,5113,1641,51270,88
23433,Shin Strange+,TV,Manga,12,0:03:00,"['Slice of Life', 'Comedy', 'Josei']",PG-13 - Teens 13 or older,6.32,5268,6565,3771,11227,6
23551,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,TV,4-koma manga,12,0:03:00,"['Comedy', 'Slice of Life']",PG-13 - Teens 13 or older,6,4724,7708,4085,9387,3
26085,Military!,TV,4-koma manga,12,0:03:00,"['Ecchi', 'Slice of Life', 'Comedy', 'Military', 'Seinen']",PG-13 - Teens 13 or older,5.88,13376,8055,2400,28039,19
27927,Urawa no Usagi-chan,TV,Original,12,0:03:00,"['Slice of Life', 'Comedy', 'School']",PG - Children,5.42,4150,9119,3753,11407,5
28929,Vampire Holmes,TV,Game,12,0:03:00,"['Mystery', 'Comedy', 'Supernatural']",PG-13 - Teens 13 or older,3.52,4280,10274,3547,13173,30
30127,Danchigai,TV,4-koma manga,12,0:03:00,"['Comedy', 'Slice of Life']",PG-13 - Teens 13 or older,6.63,30495,5198,1442,62505,80
30746,Fushigi na Somera-chan,TV,4-koma manga,12,0:03:00,"['Comedy', 'Magic', 'Slice of Life']",PG-13 - Teens 13 or older,5.92,4802,7919,3914,10384,11
30826,Suzakinishi The Animation,TV,Radio,12,0:03:00,"['Slice of Life', 'Comedy']",PG-13 - Teens 13 or older,5.49,942,8959,5889,3801,2
31439,Wagamama High Spec,TV,Visual novel,12,0:03:00,"['Comedy', 'School']",PG-13 - Teens 13 or older,5.45,10042,9053,2485,26441,37
31848,Ojisan to Marshmallow,TV,Web manga,12,0:03:00,"['Slice of Life', 'Comedy', 'Romance']",PG-13 - Teens 13 or older,6.67,24733,5027,1818,44660,56
32011,Hakuouki: Otogisoushi,TV,Visual novel,12,0:03:00,"['Fantasy', 'Historical', 'Josei', 'Samurai']",PG-13 - Teens 13 or older,6.66,1227,5060,5608,4279,9
32039,Show By Rock!! Short!!,TV,Game,12,0:03:00,"['Music', 'Comedy']",PG-13 - Teens 13 or older,6.41,3275,6177,4212,8700,16
32454,Usakame,TV,Manga,12,0:03:00,"['Slice of Life', 'Comedy', 'Sports', 'Shounen']",PG-13 - Teens 13 or older,5.85,3882,8142,4262,8446,5
33123,Koto Nakare Hero Gingerman,TV,Original,12,0:03:00,['Comedy'],G - All Ages,4.5,12,11808,13911,107,0
33222,Fudanshi Koukou Seikatsu,TV,Web manga,12,0:03:00,"['Slice of Life', 'Comedy', 'School', 'Shoujo']",PG-13 - Teens 13 or older,6.65,20728,5104,1897,42124,74
33392,Gakuen Handsome,TV,Game,12,0:03:00,"['Comedy', 'Parody', 'School', 'Shounen Ai']",PG-13 - Teens 13 or older,6.47,8464,5912,2952,19202,82
33462,Bernard-jou Iwaku.,TV,Manga,12,0:03:00,"['Comedy', 'School']",PG-13 - Teens 13 or older,6.02,6494,7653,3275,15704,17
34295,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,TV,4-koma manga,12,0:03:00,"['Slice of Life', 'Comedy']",PG-13 - Teens 13 or older,6.14,2774,7257,4728,6573,15
34337,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,TV,Game,12,0:03:00,"['Historical', 'Romance']",PG-13 - Teens 13 or older,6.28,1896,6717,5042,5615,37
34411,Taishou Mebiusline: Chicchai-san,TV,Visual novel,12,0:03:00,"['Historical', 'Supernatural']",PG-13 - Teens 13 or older,4.72,2191,10012,4201,8750,17
34823,Souryo to Majiwaru Shikiyoku no Yoru ni...,TV,Manga,12,0:03:00,"['Drama', 'Romance', 'Ecchi']",R+ - Mild Nudity,4.64,9217,10067,2360,28972,80
34928,Akindo Sei no Little Peso,TV,Game,12,0:03:00,"['Sci-Fi', 'Comedy']",PG - Children,5.07,27,10364,11413,276,0
35015,Ani ni Tsukeru Kusuri wa Nai!,TV,Web manga,12,0:03:00,"['Slice of Life', 'Comedy', 'School']",PG - Children,7.44,12243,1858,2398,28132,110
35730,Musekinin Galaxy☆Tylor,TV,Light novel,12,0:03:00,"['Military', 'Sci-Fi', 'Space', 'Comedy', 'Parody']",PG-13 - Teens 13 or older,4.05,1053,10235,5650,4201,0
35999,Dia Horizon (Kabu),TV,Original,12,0:03:00,"['Action', 'Adventure', 'Magic', 'Fantasy']",PG-13 - Teens 13 or older,4.68,117,10032,5234,5069,5
36001,Alice or Alice: Siscon Niisan to Futago no Imouto,TV,4-koma manga,12,0:03:00,"['Seinen', 'Slice of Life']",PG-13 - Teens 13 or older,5.42,7510,9117,2687,23035,30
36073,Aiseki Mogol Girl,TV,Other,12,0:03:00,['Comedy'],G - All Ages,4.32,34,10368,11446,271,0
